	contribution	tag	corpus	id_elf	count
6190	3-5675	Transparence	Des fiches rappelant au citoyen quelle utilisation est faite de l'argent public (comme celles, très bien faites, pour ce grand débat). Il faudrait aussi que les citoyens puissent, par un outil quelconque, avoir une meilleure idée de ce qu'ils reçoivent de la collectivité (en rappelant par exemple aux étudiants le prix des études dans les autres pays comparables, aux malades le prix des soins, aux retraités le niveau des retraites de leurs voisins à durée de cotisation égale...). De nombreuses colères seraient apaisées si les citoyens se rendaient mieux comptent qu'ils reçoivent souvent plus que ce qu'ils donnent.	FI7	1
6191	3-56775	P + de tranches IR progressives	que plus de personnes paient l'impôt sur le revenu en établissant plus de taux	FI8	3
6192	3-56807	Bilan régulier, fréquent	Un graphique consultable par tous, facilement, avec l'argent récolté et ce à quoi il a servi dans le détail	FI7	1
6193	3-56807	Détail des dépenses, comptes	Un graphique consultable par tous, facilement, avec l'argent récolté et ce à quoi il a servi dans le détail	FI7	2
6194	3-56807	Pédagogie, visualisation	Un graphique consultable par tous, facilement, avec l'argent récolté et ce à quoi il a servi dans le détail	FI7	3
6195	3-56807	Répartition dépenses, recettes	Un graphique consultable par tous, facilement, avec l'argent récolté et ce à quoi il a servi dans le détail	FI7	3
6196	3-56817	Rétablir ISF	Rétablir l'ISF	FI8	3
6197	3-56836	Simplifier	La simplifier	FI8	3
6198	3-56845	Rétablir ISF	Remettre en place l’ISF (incluant les capitaux, les placements, les assurances vie...)	FI8	4
6199	3-56845	Taxer la finance	Remettre en place l’ISF (incluant les capitaux, les placements, les assurances vie...)	FI8	1
6200	3-56854	Rétablir ISF	Rétablir l'ISF	FI8	3
6201	3-56900	Impôt symbolique pour tous	Plus juste : que tous payent l'impôt (IR), sans exception, mais à la hauteur de leurs possibilités, quelques euros pour les plus modestes, mais ne pas exclure près de 50% de la population. Plus efficace : peut-être simplifier l'impôt (déjà au niveau des lois) et également au niveau des impôts locaux... Pourquoi ne pas rénover le système TH/TFB TFNB CFE par un espèce d'impôt local unique, fonction des commodités locales, du type de bien possédé et/ou loué	FI8	3
6202	3-56900	Simplifier	Plus juste : que tous payent l'impôt (IR), sans exception, mais à la hauteur de leurs possibilités, quelques euros pour les plus modestes, mais ne pas exclure près de 50% de la population. Plus efficace : peut-être simplifier l'impôt (déjà au niveau des lois) et également au niveau des impôts locaux... Pourquoi ne pas rénover le système TH/TFB TFNB CFE par un espèce d'impôt local unique, fonction des commodités locales, du type de bien possédé et/ou loué	FI8	3
6203	3-56905	Taxer les multinationales, GAFAM	Taxer les ultra riches et les très grandes entreprises	FI8	3
6204	3-56905	Taxer les riches	Taxer les ultra riches et les très grandes entreprises	FI8	4
6205	3-56909	Par site Internet	Site internet	FI7	3
6206	3-56911	Refonte fiscalité successions	Augmenter la taxation des successions, supprimer la taxation du capital immobilier (IFI) et ne pas revenir sur la suppression de l'ISF. L'argent acquis par le travail devrait être moins soumis à l'impôt que l'argent obtenu par succession.  Diminuer la TVA sur les produits de première nécessité et sur les produits issus de l'agriculture biologique, compenser par une TVA plus élevée sur les produits nocifs (alcools, boissons sucrées, bonbons, produits gras...)	FI8	2
6207	3-56911	Suppression ISF, IFI	Augmenter la taxation des successions, supprimer la taxation du capital immobilier (IFI) et ne pas revenir sur la suppression de l'ISF. L'argent acquis par le travail devrait être moins soumis à l'impôt que l'argent obtenu par succession.  Diminuer la TVA sur les produits de première nécessité et sur les produits issus de l'agriculture biologique, compenser par une TVA plus élevée sur les produits nocifs (alcools, boissons sucrées, bonbons, produits gras...)	FI8	2
6208	3-56911	TVA réduite (1ère nécessité)	Augmenter la taxation des successions, supprimer la taxation du capital immobilier (IFI) et ne pas revenir sur la suppression de l'ISF. L'argent acquis par le travail devrait être moins soumis à l'impôt que l'argent obtenu par succession.  Diminuer la TVA sur les produits de première nécessité et sur les produits issus de l'agriculture biologique, compenser par une TVA plus élevée sur les produits nocifs (alcools, boissons sucrées, bonbons, produits gras...)	FI8	4
6209	3-56911	TVA réduite (bio, sain, local, français)	Augmenter la taxation des successions, supprimer la taxation du capital immobilier (IFI) et ne pas revenir sur la suppression de l'ISF. L'argent acquis par le travail devrait être moins soumis à l'impôt que l'argent obtenu par succession.  Diminuer la TVA sur les produits de première nécessité et sur les produits issus de l'agriculture biologique, compenser par une TVA plus élevée sur les produits nocifs (alcools, boissons sucrées, bonbons, produits gras...)	FI8	3
6210	3-56911	Taxer le luxe, polluant, importé	Augmenter la taxation des successions, supprimer la taxation du capital immobilier (IFI) et ne pas revenir sur la suppression de l'ISF. L'argent acquis par le travail devrait être moins soumis à l'impôt que l'argent obtenu par succession.  Diminuer la TVA sur les produits de première nécessité et sur les produits issus de l'agriculture biologique, compenser par une TVA plus élevée sur les produits nocifs (alcools, boissons sucrées, bonbons, produits gras...)	FI8	2
6211	3-56930	Efficacité de l'utilisation des impôts	1- Rendre l'impôt juste. Un contribuable  paye les mêmes impôts à revenu égal, mais selon qu'il habite en métropole ou en campagne, il ne retrouve pas le même niveau de prestation. Le recule du service public dans les territoires plus isolés cré une injustice insupportable pour une partie de la population. Il faut donc remettre du service public là où il a disparu. 2- La théorie du ruissellement n'a aucun fondement économique et voir cette foutaise érigée en dogme par la tête de l'état est un comble. Comme avoir confiance dans nos gouvernants? Les 5 Mds de l'ISF qui selon les dires de Mr Macron n'iront pas dans les poches des gilets jaunes, ils feraient quand même du bien aux service public non?  Comment régler le problème des personnes éligibles à l'ISF qui quittent le pays? Faire comme les États-Unis dans une version plus fine: en faisant payer à tous citoyen Français à l'étranger, la différence positive entre son impôt étranger et ce qu'il aurait payé en France.  A exclure de l'ISF les personnes qui ont un patrimoine immobilier comme résidence principale, je pense aux cas d'un propriétaire sur l'ile de Ré ou même à Paris.	FI8	1
6212	3-56930	Impôt sur la nationalité	1- Rendre l'impôt juste. Un contribuable  paye les mêmes impôts à revenu égal, mais selon qu'il habite en métropole ou en campagne, il ne retrouve pas le même niveau de prestation. Le recule du service public dans les territoires plus isolés cré une injustice insupportable pour une partie de la population. Il faut donc remettre du service public là où il a disparu. 2- La théorie du ruissellement n'a aucun fondement économique et voir cette foutaise érigée en dogme par la tête de l'état est un comble. Comme avoir confiance dans nos gouvernants? Les 5 Mds de l'ISF qui selon les dires de Mr Macron n'iront pas dans les poches des gilets jaunes, ils feraient quand même du bien aux service public non?  Comment régler le problème des personnes éligibles à l'ISF qui quittent le pays? Faire comme les États-Unis dans une version plus fine: en faisant payer à tous citoyen Français à l'étranger, la différence positive entre son impôt étranger et ce qu'il aurait payé en France.  A exclure de l'ISF les personnes qui ont un patrimoine immobilier comme résidence principale, je pense aux cas d'un propriétaire sur l'ile de Ré ou même à Paris.	FI8	1
6213	3-56943	Impots oeuvre d'art	Ogmenter la tva, sauf pour les produits de première nécessité et les travaux. ne pas rétablir l'ISF,mais ajouter  à l'ISFI les oeuvres d'art, les collections personnelles, les yachts, jets etc... instaurer une tranche supplémentaire sur l'IR pour les gros revenus . taxer d'avantage les fortes successions.   Inciter les français à investir dans leurs entreprises, pour être moins dépendant des fonds d'investissement et fonds de pension étrangers.	FI8	1
6214	3-56943	P + de tranches IR progressives	Ogmenter la tva, sauf pour les produits de première nécessité et les travaux. ne pas rétablir l'ISF,mais ajouter  à l'ISFI les oeuvres d'art, les collections personnelles, les yachts, jets etc... instaurer une tranche supplémentaire sur l'IR pour les gros revenus . taxer d'avantage les fortes successions.   Inciter les français à investir dans leurs entreprises, pour être moins dépendant des fonds d'investissement et fonds de pension étrangers.	FI8	2
6215	3-56943	Refonte fiscalité successions	Ogmenter la tva, sauf pour les produits de première nécessité et les travaux. ne pas rétablir l'ISF,mais ajouter  à l'ISFI les oeuvres d'art, les collections personnelles, les yachts, jets etc... instaurer une tranche supplémentaire sur l'IR pour les gros revenus . taxer d'avantage les fortes successions.   Inciter les français à investir dans leurs entreprises, pour être moins dépendant des fonds d'investissement et fonds de pension étrangers.	FI8	2
6216	3-56943	TVA réduite (1ère nécessité)	Ogmenter la tva, sauf pour les produits de première nécessité et les travaux. ne pas rétablir l'ISF,mais ajouter  à l'ISFI les oeuvres d'art, les collections personnelles, les yachts, jets etc... instaurer une tranche supplémentaire sur l'IR pour les gros revenus . taxer d'avantage les fortes successions.   Inciter les français à investir dans leurs entreprises, pour être moins dépendant des fonds d'investissement et fonds de pension étrangers.	FI8	2
6217	3-56943	Taxer la finance	Ogmenter la tva, sauf pour les produits de première nécessité et les travaux. ne pas rétablir l'ISF,mais ajouter  à l'ISFI les oeuvres d'art, les collections personnelles, les yachts, jets etc... instaurer une tranche supplémentaire sur l'IR pour les gros revenus . taxer d'avantage les fortes successions.   Inciter les français à investir dans leurs entreprises, pour être moins dépendant des fonds d'investissement et fonds de pension étrangers.	FI8	1
6218	3-56943	Taxer les riches	Ogmenter la tva, sauf pour les produits de première nécessité et les travaux. ne pas rétablir l'ISF,mais ajouter  à l'ISFI les oeuvres d'art, les collections personnelles, les yachts, jets etc... instaurer une tranche supplémentaire sur l'IR pour les gros revenus . taxer d'avantage les fortes successions.   Inciter les français à investir dans leurs entreprises, pour être moins dépendant des fonds d'investissement et fonds de pension étrangers.	FI8	1
6219	3-56960	Lutte évasion, fraude, optimisation	Lutte contre la fraude fiscale. Fin des cadeaux fiscaux aux frais du contribuable comme le CICE. Faire payer les entreprises qui ne paient pas leur impôts en France. Augmenter le SMIC, les salaires dans une même entreprise : le plus élevé ne doit pas dépasser de plus de 8 fois le salaire le plus bas de l'entreprise.	FI8	3
6220	3-56960	Plafonnement des salaires	Lutte contre la fraude fiscale. Fin des cadeaux fiscaux aux frais du contribuable comme le CICE. Faire payer les entreprises qui ne paient pas leur impôts en France. Augmenter le SMIC, les salaires dans une même entreprise : le plus élevé ne doit pas dépasser de plus de 8 fois le salaire le plus bas de l'entreprise.	FI8	1
6221	3-56960	Revoir niches	Lutte contre la fraude fiscale. Fin des cadeaux fiscaux aux frais du contribuable comme le CICE. Faire payer les entreprises qui ne paient pas leur impôts en France. Augmenter le SMIC, les salaires dans une même entreprise : le plus élevé ne doit pas dépasser de plus de 8 fois le salaire le plus bas de l'entreprise.	FI8	1
6222	3-56960	Taxer les multinationales, GAFAM	Lutte contre la fraude fiscale. Fin des cadeaux fiscaux aux frais du contribuable comme le CICE. Faire payer les entreprises qui ne paient pas leur impôts en France. Augmenter le SMIC, les salaires dans une même entreprise : le plus élevé ne doit pas dépasser de plus de 8 fois le salaire le plus bas de l'entreprise.	FI8	1
6223	3-56971	Lutte évasion, fraude, optimisation	Uniformiser le calcul des revenus (par exemple les salaries qui beneficient de logement à couts moderés doivent reintégrés cet avantage) et supprimer les niches fiscales. Penaliser judiciairement les fraudes fiscales repetitives et  importantes	FI8	3
6224	3-56971	P + de tranches IR progressives	Uniformiser le calcul des revenus (par exemple les salaries qui beneficient de logement à couts moderés doivent reintégrés cet avantage) et supprimer les niches fiscales. Penaliser judiciairement les fraudes fiscales repetitives et  importantes	FI8	1
6225	3-56971	Revoir niches	Uniformiser le calcul des revenus (par exemple les salaries qui beneficient de logement à couts moderés doivent reintégrés cet avantage) et supprimer les niches fiscales. Penaliser judiciairement les fraudes fiscales repetitives et  importantes	FI8	3
6226	3-56971	Simplifier	Uniformiser le calcul des revenus (par exemple les salaries qui beneficient de logement à couts moderés doivent reintégrés cet avantage) et supprimer les niches fiscales. Penaliser judiciairement les fraudes fiscales repetitives et  importantes	FI8	1
6227	3-56988	Mesurer l'impact	ISF est devenu un symbole. Je comprends pourquoi il a été supprimé mais cela ne passe pas. Peut être le rétablir mais exonérer de taxes et impôts ceux qui investissent	FI8	1
6228	3-56988	Rétablir ISF	ISF est devenu un symbole. Je comprends pourquoi il a été supprimé mais cela ne passe pas. Peut être le rétablir mais exonérer de taxes et impôts ceux qui investissent	FI8	5
6229	3-56991	Détail des dépenses, comptes	Joindre sur internet lors de la déclaration de revenus le detail de l utilisation  des impôts de l année précédente	FI7	1
6230	3-56991	Idée marquée	Joindre sur internet lors de la déclaration de revenus le detail de l utilisation  des impôts de l année précédente	FI7	2
6231	3-56991	Par site Internet	Joindre sur internet lors de la déclaration de revenus le detail de l utilisation  des impôts de l année précédente	FI7	2
6232	3-56991	Répartition dépenses, recettes	Joindre sur internet lors de la déclaration de revenus le detail de l utilisation  des impôts de l année précédente	FI7	2
6233	3-57023	Détail des dépenses, comptes	Avoir un site unique national en ligne (comme celui-ci) regroupant et indiquant en détail l'utilisation des impôts. Sans entrer dans les détails techniques ni au détail du centime les citoyens aimeraient connaitre pour chaque ministère et pour chaque région la répartition. Ex pour le budget de la défense avoir les grandes lignes : Matériel, recherche, salaires, interventions extérieures. Idem pour l'Education. Etc....	FI7	4
6234	3-57023	Par site Internet	Avoir un site unique national en ligne (comme celui-ci) regroupant et indiquant en détail l'utilisation des impôts. Sans entrer dans les détails techniques ni au détail du centime les citoyens aimeraient connaitre pour chaque ministère et pour chaque région la répartition. Ex pour le budget de la défense avoir les grandes lignes : Matériel, recherche, salaires, interventions extérieures. Idem pour l'Education. Etc....	FI7	6
6235	3-57023	Pédagogie, visualisation	Avoir un site unique national en ligne (comme celui-ci) regroupant et indiquant en détail l'utilisation des impôts. Sans entrer dans les détails techniques ni au détail du centime les citoyens aimeraient connaitre pour chaque ministère et pour chaque région la répartition. Ex pour le budget de la défense avoir les grandes lignes : Matériel, recherche, salaires, interventions extérieures. Idem pour l'Education. Etc....	FI7	1
6236	3-57023	Répartition dépenses, recettes	Avoir un site unique national en ligne (comme celui-ci) regroupant et indiquant en détail l'utilisation des impôts. Sans entrer dans les détails techniques ni au détail du centime les citoyens aimeraient connaitre pour chaque ministère et pour chaque région la répartition. Ex pour le budget de la défense avoir les grandes lignes : Matériel, recherche, salaires, interventions extérieures. Idem pour l'Education. Etc....	FI7	4
6237	3-57023	Transparence	Avoir un site unique national en ligne (comme celui-ci) regroupant et indiquant en détail l'utilisation des impôts. Sans entrer dans les détails techniques ni au détail du centime les citoyens aimeraient connaitre pour chaque ministère et pour chaque région la répartition. Ex pour le budget de la défense avoir les grandes lignes : Matériel, recherche, salaires, interventions extérieures. Idem pour l'Education. Etc....	FI7	2
6238	3-57024	Transparence	Afficher les rémunérations et les enveloppes budgétaires des hommes politiques.	FI7	2
6239	3-57027	Bilan individuel	Transparence de l'utilisation des impôts par commune, département et région et au niveau national  Indiquer aux citoyens combien coûte une année scolaire par enfant et combien coûte une hospitalisation  Montrer des exemples concrets de l'utilisation de l'impôt	FI7	1
6240	3-57027	Détail des dépenses, comptes	Transparence de l'utilisation des impôts par commune, département et région et au niveau national  Indiquer aux citoyens combien coûte une année scolaire par enfant et combien coûte une hospitalisation  Montrer des exemples concrets de l'utilisation de l'impôt	FI7	1
6241	3-57027	Exemples concrets d'usage	Transparence de l'utilisation des impôts par commune, département et région et au niveau national  Indiquer aux citoyens combien coûte une année scolaire par enfant et combien coûte une hospitalisation  Montrer des exemples concrets de l'utilisation de l'impôt	FI7	3
6242	3-57027	Pédagogie, visualisation	Transparence de l'utilisation des impôts par commune, département et région et au niveau national  Indiquer aux citoyens combien coûte une année scolaire par enfant et combien coûte une hospitalisation  Montrer des exemples concrets de l'utilisation de l'impôt	FI7	1
6243	3-57027	Répartition dépenses, recettes	Transparence de l'utilisation des impôts par commune, département et région et au niveau national  Indiquer aux citoyens combien coûte une année scolaire par enfant et combien coûte une hospitalisation  Montrer des exemples concrets de l'utilisation de l'impôt	FI7	1
6244	3-57027	Transparence	Transparence de l'utilisation des impôts par commune, département et région et au niveau national  Indiquer aux citoyens combien coûte une année scolaire par enfant et combien coûte une hospitalisation  Montrer des exemples concrets de l'utilisation de l'impôt	FI7	3
6245	3-57043	Lutte évasion, fraude, optimisation	"1 - Plus juste: La TVA est l'impôt le plus juste car en rapport avec le vrai pouvoir d'achat des gens. Taux de TVA très élevé sur les produits de luxe  2 - Plus juste: Pénaliser très sévèrement le travail au noir, avec amendes d'une valeur au moins 10 fois ce qui a été grugé au fisc, saisir tous les biens des dealers de drogue  3 - Plus juste: Revoir la TTF (Taxe sur les Transactions Financières) qui ne pénalise pas les spéculateurs (SRD et day-trading exonérés)  4 - Plus efficace: Embaucher massivement des contrôleurs (ils s'auto-financent sur ce qu'ils rapportent) pour les fraudes sociales (14 milliards de fraude avec les cartes de sécu acquises avec de faux documents), les fraudes au chômage, à la TVA, l'évasion fiscale dans les paradis fiscaux (100 milliards) et la fraude dite ""CumEx"" sur les dividendes (55 milliards)  5 - Plus efficace: déclaration de ressources et non pas de revenus (toutes aides sociales et avantages en nature (HLM...) doivent y figurer et en final le net après impôt pour apprécier le vrai pouvoir d'achat et comparer les foyers"	FI8	2
6246	3-57043	TVA sur produits de luxe	"1 - Plus juste: La TVA est l'impôt le plus juste car en rapport avec le vrai pouvoir d'achat des gens. Taux de TVA très élevé sur les produits de luxe  2 - Plus juste: Pénaliser très sévèrement le travail au noir, avec amendes d'une valeur au moins 10 fois ce qui a été grugé au fisc, saisir tous les biens des dealers de drogue  3 - Plus juste: Revoir la TTF (Taxe sur les Transactions Financières) qui ne pénalise pas les spéculateurs (SRD et day-trading exonérés)  4 - Plus efficace: Embaucher massivement des contrôleurs (ils s'auto-financent sur ce qu'ils rapportent) pour les fraudes sociales (14 milliards de fraude avec les cartes de sécu acquises avec de faux documents), les fraudes au chômage, à la TVA, l'évasion fiscale dans les paradis fiscaux (100 milliards) et la fraude dite ""CumEx"" sur les dividendes (55 milliards)  5 - Plus efficace: déclaration de ressources et non pas de revenus (toutes aides sociales et avantages en nature (HLM...) doivent y figurer et en final le net après impôt pour apprécier le vrai pouvoir d'achat et comparer les foyers"	FI8	1
6247	3-57043	Taxer la finance	"1 - Plus juste: La TVA est l'impôt le plus juste car en rapport avec le vrai pouvoir d'achat des gens. Taux de TVA très élevé sur les produits de luxe  2 - Plus juste: Pénaliser très sévèrement le travail au noir, avec amendes d'une valeur au moins 10 fois ce qui a été grugé au fisc, saisir tous les biens des dealers de drogue  3 - Plus juste: Revoir la TTF (Taxe sur les Transactions Financières) qui ne pénalise pas les spéculateurs (SRD et day-trading exonérés)  4 - Plus efficace: Embaucher massivement des contrôleurs (ils s'auto-financent sur ce qu'ils rapportent) pour les fraudes sociales (14 milliards de fraude avec les cartes de sécu acquises avec de faux documents), les fraudes au chômage, à la TVA, l'évasion fiscale dans les paradis fiscaux (100 milliards) et la fraude dite ""CumEx"" sur les dividendes (55 milliards)  5 - Plus efficace: déclaration de ressources et non pas de revenus (toutes aides sociales et avantages en nature (HLM...) doivent y figurer et en final le net après impôt pour apprécier le vrai pouvoir d'achat et comparer les foyers"	FI8	1
6248	3-57043	Taxer le luxe, polluant, importé	"1 - Plus juste: La TVA est l'impôt le plus juste car en rapport avec le vrai pouvoir d'achat des gens. Taux de TVA très élevé sur les produits de luxe  2 - Plus juste: Pénaliser très sévèrement le travail au noir, avec amendes d'une valeur au moins 10 fois ce qui a été grugé au fisc, saisir tous les biens des dealers de drogue  3 - Plus juste: Revoir la TTF (Taxe sur les Transactions Financières) qui ne pénalise pas les spéculateurs (SRD et day-trading exonérés)  4 - Plus efficace: Embaucher massivement des contrôleurs (ils s'auto-financent sur ce qu'ils rapportent) pour les fraudes sociales (14 milliards de fraude avec les cartes de sécu acquises avec de faux documents), les fraudes au chômage, à la TVA, l'évasion fiscale dans les paradis fiscaux (100 milliards) et la fraude dite ""CumEx"" sur les dividendes (55 milliards)  5 - Plus efficace: déclaration de ressources et non pas de revenus (toutes aides sociales et avantages en nature (HLM...) doivent y figurer et en final le net après impôt pour apprécier le vrai pouvoir d'achat et comparer les foyers"	FI8	1
6249	3-57043	Taxer toutes les ressources	"1 - Plus juste: La TVA est l'impôt le plus juste car en rapport avec le vrai pouvoir d'achat des gens. Taux de TVA très élevé sur les produits de luxe  2 - Plus juste: Pénaliser très sévèrement le travail au noir, avec amendes d'une valeur au moins 10 fois ce qui a été grugé au fisc, saisir tous les biens des dealers de drogue  3 - Plus juste: Revoir la TTF (Taxe sur les Transactions Financières) qui ne pénalise pas les spéculateurs (SRD et day-trading exonérés)  4 - Plus efficace: Embaucher massivement des contrôleurs (ils s'auto-financent sur ce qu'ils rapportent) pour les fraudes sociales (14 milliards de fraude avec les cartes de sécu acquises avec de faux documents), les fraudes au chômage, à la TVA, l'évasion fiscale dans les paradis fiscaux (100 milliards) et la fraude dite ""CumEx"" sur les dividendes (55 milliards)  5 - Plus efficace: déclaration de ressources et non pas de revenus (toutes aides sociales et avantages en nature (HLM...) doivent y figurer et en final le net après impôt pour apprécier le vrai pouvoir d'achat et comparer les foyers"	FI8	2
6250	3-57151	Impôt symbolique pour tous	que tout le monde paye	FI8	3
6251	3-57176	Lutte évasion, fraude, optimisation	Ajouter des tranches d'impôt pour les personnes gagnant plus de 4000€ / mois  Lutter encore plus farouchement contre l'exil fiscal et la fraude fiscal	FI8	3
6252	3-57176	P + de tranches IR progressives	Ajouter des tranches d'impôt pour les personnes gagnant plus de 4000€ / mois  Lutter encore plus farouchement contre l'exil fiscal et la fraude fiscal	FI8	3
6253	3-57239	Impôt symbolique pour tous	Progressivité et simplification  Suppression des niches fiscales	FI8	1
6254	3-57239	P + de tranches IR progressives	Progressivité et simplification  Suppression des niches fiscales	FI8	3
6255	3-57239	Revoir niches	Progressivité et simplification  Suppression des niches fiscales	FI8	4
6256	3-57239	Simplifier	Progressivité et simplification  Suppression des niches fiscales	FI8	4
6257	3-57266	Bilan régulier, fréquent	savoir ou passe l'argent	FI7	1
6258	3-57266	Détail des dépenses, comptes	savoir ou passe l'argent	FI7	2
6259	3-57266	Expliquer chaque impôt	savoir ou passe l'argent	FI7	2
6260	3-57266	Répartition dépenses, recettes	savoir ou passe l'argent	FI7	1
6261	3-573	Impôt symbolique pour tous	arrêter la progressivité de l'IR et le remplacer par un taux unique payé par tous, et ainsi effacer le caractère punitif  de cet impôt	FI8	1
6262	3-573	Taux IR égal pour tous	arrêter la progressivité de l'IR et le remplacer par un taux unique payé par tous, et ainsi effacer le caractère punitif  de cet impôt	FI8	3
6263	3-57344	Réorganisation de l'état	"reformer la fonction publique: augmenter les emplois productifs, et diminuer les non productifs: encadrement chefs sous chefs qui perdent leir temps a chercher desesperement a justifier leur poste quil savent inutile et improductif. Au final ils coutent ""un pognon de dingue"" ne servent a rien sinon a demoraliser leurs subordonnes. Nous somme une armee ou les emplois logistiques sont plus nombreux que les soldats."	FI8	1
6264	3-57373	Rétablir ISF	retablir l'isf	FI8	3
6265	3-57389	Impôt symbolique pour tous	Tout le monde doit payer l’impôt mais de manière proportionnelle	FI8	2
6266	3-57389	P + de tranches IR progressives	Tout le monde doit payer l’impôt mais de manière proportionnelle	FI8	1
6267	3-57389	Taux IR égal pour tous	Tout le monde doit payer l’impôt mais de manière proportionnelle	FI8	1
6268	3-57457	Impôt symbolique pour tous	Il est indécent que par démagogie politique moins de la moitié des ménages acquite l'IRPP, et soit de ce fait déresponsabilisé des dépenses publiques	FI8	3
6269	3-5747	Impôt sur la nationalité	pour les particuliers : faire un impôt symbolique pour tous les citoyens même au rsa afin qu'ils n'oublient pas que ce n'est pas un du mais une redistribution, idem pour les ATA et primo arrivants qu'ils se rendent compte que ce sont les travailleurs français imposables qui payent pour eux  que tout le monde participe en fait Pour les entreprises que celles qui importent en France soient taxées, que les gafa et autres également tous les pollueurs également	FI8	1
6270	3-5747	Impôt symbolique pour tous	pour les particuliers : faire un impôt symbolique pour tous les citoyens même au rsa afin qu'ils n'oublient pas que ce n'est pas un du mais une redistribution, idem pour les ATA et primo arrivants qu'ils se rendent compte que ce sont les travailleurs français imposables qui payent pour eux  que tout le monde participe en fait Pour les entreprises que celles qui importent en France soient taxées, que les gafa et autres également tous les pollueurs également	FI8	4
6271	3-5747	TVA réduite (bio, sain, local, français)	pour les particuliers : faire un impôt symbolique pour tous les citoyens même au rsa afin qu'ils n'oublient pas que ce n'est pas un du mais une redistribution, idem pour les ATA et primo arrivants qu'ils se rendent compte que ce sont les travailleurs français imposables qui payent pour eux  que tout le monde participe en fait Pour les entreprises que celles qui importent en France soient taxées, que les gafa et autres également tous les pollueurs également	FI8	1
6272	3-5747	Taxer le luxe, polluant, importé	pour les particuliers : faire un impôt symbolique pour tous les citoyens même au rsa afin qu'ils n'oublient pas que ce n'est pas un du mais une redistribution, idem pour les ATA et primo arrivants qu'ils se rendent compte que ce sont les travailleurs français imposables qui payent pour eux  que tout le monde participe en fait Pour les entreprises que celles qui importent en France soient taxées, que les gafa et autres également tous les pollueurs également	FI8	3
6273	3-5747	Taxer les multinationales, GAFAM	pour les particuliers : faire un impôt symbolique pour tous les citoyens même au rsa afin qu'ils n'oublient pas que ce n'est pas un du mais une redistribution, idem pour les ATA et primo arrivants qu'ils se rendent compte que ce sont les travailleurs français imposables qui payent pour eux  que tout le monde participe en fait Pour les entreprises que celles qui importent en France soient taxées, que les gafa et autres également tous les pollueurs également	FI8	4
6274	3-57478	TVA réduite (bio, sain, local, français)	"Je propose une ""TVA"" en fonction du nombre de km que font depuis leurs lieu fabrication ou leur lieu de production de tous les produits jusqu’à leurs  lieux de vente. Avec un pourcentage moindre pour les produits non produit sur lieux de distribution."	FI8	4
6275	3-57478	Taxer le luxe, polluant, importé	"Je propose une ""TVA"" en fonction du nombre de km que font depuis leurs lieu fabrication ou leur lieu de production de tous les produits jusqu’à leurs  lieux de vente. Avec un pourcentage moindre pour les produits non produit sur lieux de distribution."	FI8	2
6276	3-57544	Impôt symbolique pour tous	Arrêter la redistribution.  Un impôt proportionnel depuis le premier euro gagné.  Ne plus payer d'impôts sur l'impôt. Ne plus payer le droit d'abriter ou être propriétaire	FI8	2
6277	3-57544	Suppression TH	Arrêter la redistribution.  Un impôt proportionnel depuis le premier euro gagné.  Ne plus payer d'impôts sur l'impôt. Ne plus payer le droit d'abriter ou être propriétaire	FI8	1
6278	3-57544	Taux IR égal pour tous	Arrêter la redistribution.  Un impôt proportionnel depuis le premier euro gagné.  Ne plus payer d'impôts sur l'impôt. Ne plus payer le droit d'abriter ou être propriétaire	FI8	2
6279	3-57552	Impôts fléchés	"Commencer par utiliser un langage adapté pour être compréhensible par ""le citoyen moyen"" ! Il faut passer de la  diffusion d'un message ""d'émetteur"", c'est-à-dire clair pour son rédacteur, à un message ""de récepteur"", c'est-à-dire clair pour la personne à laquelle il est destiné. En parallèle, la règle de la non affectation des recettes aux dépenses avait certainement son intérêt il y a soixante ans ; aujourd'hui, nous devrions pouvoir définir de nouvelles modalités permettant une information, voire un choix, de chaque contribuable quant à l'utilisation de ses contributions fiscales."	FI7	2
6280	3-57552	Pédagogie, visualisation	"Commencer par utiliser un langage adapté pour être compréhensible par ""le citoyen moyen"" ! Il faut passer de la  diffusion d'un message ""d'émetteur"", c'est-à-dire clair pour son rédacteur, à un message ""de récepteur"", c'est-à-dire clair pour la personne à laquelle il est destiné. En parallèle, la règle de la non affectation des recettes aux dépenses avait certainement son intérêt il y a soixante ans ; aujourd'hui, nous devrions pouvoir définir de nouvelles modalités permettant une information, voire un choix, de chaque contribuable quant à l'utilisation de ses contributions fiscales."	FI7	3
6281	3-57552	Répartition de la contribution	"Commencer par utiliser un langage adapté pour être compréhensible par ""le citoyen moyen"" ! Il faut passer de la  diffusion d'un message ""d'émetteur"", c'est-à-dire clair pour son rédacteur, à un message ""de récepteur"", c'est-à-dire clair pour la personne à laquelle il est destiné. En parallèle, la règle de la non affectation des recettes aux dépenses avait certainement son intérêt il y a soixante ans ; aujourd'hui, nous devrions pouvoir définir de nouvelles modalités permettant une information, voire un choix, de chaque contribuable quant à l'utilisation de ses contributions fiscales."	FI7	1
6282	3-57576	Impôt sur la nationalité	Tout citoyen français doit payer un impôt partout dans le monde.	FI8	2
6283	3-57576	Impôt symbolique pour tous	Tout citoyen français doit payer un impôt partout dans le monde.	FI8	2
