	contribution	tag	corpus	question	count
1473	1-4617	Loi de la République avant celles de la religion	Chaque représentant des religions doivent affirmer la laïcité de l'Etat et permettre à leur représentant de marteler auprès de leur disciple la définition et les bienfaits de la laïcité.	127	2
1474	1-4628	Encadrer formation imams	Ne plus donner de prépondérance à l'islam et prévoir un encadrement de cette religion. Ne pas gommer nos fêtes chrétiennes avec des appellations fantaisistes. Arrêter de combattre sans arrêt la chrétienté pour faire du fonds de commerce électoral Combattre le communautarisme dans toutes ses formes.	127	3
1475	1-4628	Lutte contre extrémismes	Ne plus donner de prépondérance à l'islam et prévoir un encadrement de cette religion. Ne pas gommer nos fêtes chrétiennes avec des appellations fantaisistes. Arrêter de combattre sans arrêt la chrétienté pour faire du fonds de commerce électoral Combattre le communautarisme dans toutes ses formes.	127	1
1476	1-4628	Même traitement pour toutes les religions	Ne plus donner de prépondérance à l'islam et prévoir un encadrement de cette religion. Ne pas gommer nos fêtes chrétiennes avec des appellations fantaisistes. Arrêter de combattre sans arrêt la chrétienté pour faire du fonds de commerce électoral Combattre le communautarisme dans toutes ses formes.	127	3
1477	1-4628	Préserver les coutumes françaises	Ne plus donner de prépondérance à l'islam et prévoir un encadrement de cette religion. Ne pas gommer nos fêtes chrétiennes avec des appellations fantaisistes. Arrêter de combattre sans arrêt la chrétienté pour faire du fonds de commerce électoral Combattre le communautarisme dans toutes ses formes.	127	4
1478	1-4670	Aucun signe ostentatoire (croix, voile, kippa...)	Faire respecter la laïcité : aucun signe religieux dans l’espace public (rue, école...) Doit s’appliquer à toutes les religions : pas de voile, niqab, burkini, kippa, croix.  Toutes les personnes doivent respecter la laïcité, les traditions et respecter la république. A défaut, des amendes ou sanctions ( comme pour les radars) pou le non respect du code de la laïcité.	127	6
1479	1-4670	Condamnation des atteintes à la laïcité	Faire respecter la laïcité : aucun signe religieux dans l’espace public (rue, école...) Doit s’appliquer à toutes les religions : pas de voile, niqab, burkini, kippa, croix.  Toutes les personnes doivent respecter la laïcité, les traditions et respecter la république. A défaut, des amendes ou sanctions ( comme pour les radars) pou le non respect du code de la laïcité.	127	5
1480	1-4670	Loi de la République avant celles de la religion	Faire respecter la laïcité : aucun signe religieux dans l’espace public (rue, école...) Doit s’appliquer à toutes les religions : pas de voile, niqab, burkini, kippa, croix.  Toutes les personnes doivent respecter la laïcité, les traditions et respecter la république. A défaut, des amendes ou sanctions ( comme pour les radars) pou le non respect du code de la laïcité.	127	4
1481	1-4670	Même traitement pour toutes les religions	Faire respecter la laïcité : aucun signe religieux dans l’espace public (rue, école...) Doit s’appliquer à toutes les religions : pas de voile, niqab, burkini, kippa, croix.  Toutes les personnes doivent respecter la laïcité, les traditions et respecter la république. A défaut, des amendes ou sanctions ( comme pour les radars) pou le non respect du code de la laïcité.	127	2
1482	1-4670	Préserver les coutumes françaises	Faire respecter la laïcité : aucun signe religieux dans l’espace public (rue, école...) Doit s’appliquer à toutes les religions : pas de voile, niqab, burkini, kippa, croix.  Toutes les personnes doivent respecter la laïcité, les traditions et respecter la république. A défaut, des amendes ou sanctions ( comme pour les radars) pou le non respect du code de la laïcité.	127	1
1483	1-4670	Redonner un aspect privé à la religion	Faire respecter la laïcité : aucun signe religieux dans l’espace public (rue, école...) Doit s’appliquer à toutes les religions : pas de voile, niqab, burkini, kippa, croix.  Toutes les personnes doivent respecter la laïcité, les traditions et respecter la république. A défaut, des amendes ou sanctions ( comme pour les radars) pou le non respect du code de la laïcité.	127	2
1484	1-469	Y Rien	rien	127	3
1485	1-4693	Application loi 1905	Pour ma part , la situation actuelle me semble un assez bon compromis.	127	1
1486	1-4693	Y Rien	Pour ma part , la situation actuelle me semble un assez bon compromis.	127	3
1487	1-4886	Aucun financement par l'Etat	Pas d'argent public pour les religions.	127	3
1488	1-4921	Application loi 1905	Laïcité pour tous  la religion doit rester dans le domaine du privé. Pas de régime spécial dans les écoles. Respecter notre histoire et notre culture.	127	1
1489	1-4921	Préserver les coutumes françaises	Laïcité pour tous  la religion doit rester dans le domaine du privé. Pas de régime spécial dans les écoles. Respecter notre histoire et notre culture.	127	3
1490	1-4921	Redonner un aspect privé à la religion	Laïcité pour tous  la religion doit rester dans le domaine du privé. Pas de régime spécial dans les écoles. Respecter notre histoire et notre culture.	127	4
1491	1-4921	Statut des écoles religieuses	Laïcité pour tous  la religion doit rester dans le domaine du privé. Pas de régime spécial dans les écoles. Respecter notre histoire et notre culture.	127	1
1492	1-4935	Y Rien	Pas de réponse	127	1
1493	1-4939	Application loi 1905	La laïcité est le fondement de la France donc tout le monde doit l'appliquer de la même manière	127	1
1494	1-4939	Même traitement pour toutes les religions	La laïcité est le fondement de la France donc tout le monde doit l'appliquer de la même manière	127	4
1495	1-5025	Y Rien	oui	127	1
1496	1-5100	Garantir la liberté de culte	Insister sur le respect de la religion ou de la non-religion de chacun et laisser les gens libres de la pratiquer. Cesser de stigmatiser telle ou telle religion.	127	3
1497	1-5100	Même traitement pour toutes les religions	Insister sur le respect de la religion ou de la non-religion de chacun et laisser les gens libres de la pratiquer. Cesser de stigmatiser telle ou telle religion.	127	3
1498	1-5100	Pas d'imposition des valeurs	Insister sur le respect de la religion ou de la non-religion de chacun et laisser les gens libres de la pratiquer. Cesser de stigmatiser telle ou telle religion.	127	1
1499	1-5100	Plus de tolérance	Insister sur le respect de la religion ou de la non-religion de chacun et laisser les gens libres de la pratiquer. Cesser de stigmatiser telle ou telle religion.	127	3
1500	1-5100	Redonner un aspect privé à la religion	Insister sur le respect de la religion ou de la non-religion de chacun et laisser les gens libres de la pratiquer. Cesser de stigmatiser telle ou telle religion.	127	1
1501	1-5226	Y Rien	Rien.	127	3
1502	1-5302	Y Rien	Pas d'avis	127	1
1503	1-5313	Application loi 1905	Inflexibilité du principe de laïcité face aux pressions de plus en plus fortes et insidieuses des principales religions. Par exemple en réaffirmant le droit aux caricatures et le droit au blasphème. Plus de subventions aux diverses confessions et à leurs associations	127	3
1504	1-5313	Aucun financement par l'Etat	Inflexibilité du principe de laïcité face aux pressions de plus en plus fortes et insidieuses des principales religions. Par exemple en réaffirmant le droit aux caricatures et le droit au blasphème. Plus de subventions aux diverses confessions et à leurs associations	127	4
1505	1-5313	Aucun signe ostentatoire (croix, voile, kippa...)	Inflexibilité du principe de laïcité face aux pressions de plus en plus fortes et insidieuses des principales religions. Par exemple en réaffirmant le droit aux caricatures et le droit au blasphème. Plus de subventions aux diverses confessions et à leurs associations	127	1
1506	1-5313	Condamnation des atteintes à la laïcité	Inflexibilité du principe de laïcité face aux pressions de plus en plus fortes et insidieuses des principales religions. Par exemple en réaffirmant le droit aux caricatures et le droit au blasphème. Plus de subventions aux diverses confessions et à leurs associations	127	2
1507	1-5313	Plus de tolérance	Inflexibilité du principe de laïcité face aux pressions de plus en plus fortes et insidieuses des principales religions. Par exemple en réaffirmant le droit aux caricatures et le droit au blasphème. Plus de subventions aux diverses confessions et à leurs associations	127	1
1508	1-5313	Réduire financements étrangers	Inflexibilité du principe de laïcité face aux pressions de plus en plus fortes et insidieuses des principales religions. Par exemple en réaffirmant le droit aux caricatures et le droit au blasphème. Plus de subventions aux diverses confessions et à leurs associations	127	1
1509	1-5416	Plus d'éducation	La laîcité doit être le fondement de tout et doit passer par le respect de chaque religion. Et cela commence par l'école, où il faudrait, comme en allemagne, nous sensibilier aux diverses religions et permettent à chaque enfant de se faire son opinion.	127	1
1510	1-5420	Y Rien	Rien	127	3
1511	1-5426	Aucun financement par l'Etat	Cesser le financement participatif pour les lieux de culte. L'entretien des églises, héritage de notre Histoire et de notre culture, devrait pouvoir bénéficier de l'argent public à défaut de disposer d'assez de fonds au sein des paroisses, car il s'agit de monuments historiques pour la plupart. Le respect de chaque religion et de l'athéisme doit être de vigueur. Actuellement, la religion musulmane tente par tous les moyens de s'imposer face aux autres idéologies et les débordements ne sont pas assez sanctionnés.	127	4
1512	1-5426	Condamnation des atteintes à la laïcité	Cesser le financement participatif pour les lieux de culte. L'entretien des églises, héritage de notre Histoire et de notre culture, devrait pouvoir bénéficier de l'argent public à défaut de disposer d'assez de fonds au sein des paroisses, car il s'agit de monuments historiques pour la plupart. Le respect de chaque religion et de l'athéisme doit être de vigueur. Actuellement, la religion musulmane tente par tous les moyens de s'imposer face aux autres idéologies et les débordements ne sont pas assez sanctionnés.	127	4
1513	1-5426	Loi de la République avant celles de la religion	Cesser le financement participatif pour les lieux de culte. L'entretien des églises, héritage de notre Histoire et de notre culture, devrait pouvoir bénéficier de l'argent public à défaut de disposer d'assez de fonds au sein des paroisses, car il s'agit de monuments historiques pour la plupart. Le respect de chaque religion et de l'athéisme doit être de vigueur. Actuellement, la religion musulmane tente par tous les moyens de s'imposer face aux autres idéologies et les débordements ne sont pas assez sanctionnés.	127	1
1514	1-5426	Lutte contre extrémismes	Cesser le financement participatif pour les lieux de culte. L'entretien des églises, héritage de notre Histoire et de notre culture, devrait pouvoir bénéficier de l'argent public à défaut de disposer d'assez de fonds au sein des paroisses, car il s'agit de monuments historiques pour la plupart. Le respect de chaque religion et de l'athéisme doit être de vigueur. Actuellement, la religion musulmane tente par tous les moyens de s'imposer face aux autres idéologies et les débordements ne sont pas assez sanctionnés.	127	1
1515	1-5426	Même traitement pour toutes les religions	Cesser le financement participatif pour les lieux de culte. L'entretien des églises, héritage de notre Histoire et de notre culture, devrait pouvoir bénéficier de l'argent public à défaut de disposer d'assez de fonds au sein des paroisses, car il s'agit de monuments historiques pour la plupart. Le respect de chaque religion et de l'athéisme doit être de vigueur. Actuellement, la religion musulmane tente par tous les moyens de s'imposer face aux autres idéologies et les débordements ne sont pas assez sanctionnés.	127	3
1516	1-5426	Pas d'imposition des valeurs	Cesser le financement participatif pour les lieux de culte. L'entretien des églises, héritage de notre Histoire et de notre culture, devrait pouvoir bénéficier de l'argent public à défaut de disposer d'assez de fonds au sein des paroisses, car il s'agit de monuments historiques pour la plupart. Le respect de chaque religion et de l'athéisme doit être de vigueur. Actuellement, la religion musulmane tente par tous les moyens de s'imposer face aux autres idéologies et les débordements ne sont pas assez sanctionnés.	127	1
1517	1-5426	Réduire financements étrangers	Cesser le financement participatif pour les lieux de culte. L'entretien des églises, héritage de notre Histoire et de notre culture, devrait pouvoir bénéficier de l'argent public à défaut de disposer d'assez de fonds au sein des paroisses, car il s'agit de monuments historiques pour la plupart. Le respect de chaque religion et de l'athéisme doit être de vigueur. Actuellement, la religion musulmane tente par tous les moyens de s'imposer face aux autres idéologies et les débordements ne sont pas assez sanctionnés.	127	3
1518	1-5426	Stop prosélytisme	Cesser le financement participatif pour les lieux de culte. L'entretien des églises, héritage de notre Histoire et de notre culture, devrait pouvoir bénéficier de l'argent public à défaut de disposer d'assez de fonds au sein des paroisses, car il s'agit de monuments historiques pour la plupart. Le respect de chaque religion et de l'athéisme doit être de vigueur. Actuellement, la religion musulmane tente par tous les moyens de s'imposer face aux autres idéologies et les débordements ne sont pas assez sanctionnés.	127	1
1519	1-5426	Séparation stricte Etat-religions	Cesser le financement participatif pour les lieux de culte. L'entretien des églises, héritage de notre Histoire et de notre culture, devrait pouvoir bénéficier de l'argent public à défaut de disposer d'assez de fonds au sein des paroisses, car il s'agit de monuments historiques pour la plupart. Le respect de chaque religion et de l'athéisme doit être de vigueur. Actuellement, la religion musulmane tente par tous les moyens de s'imposer face aux autres idéologies et les débordements ne sont pas assez sanctionnés.	127	1
1520	1-5428	Aucun signe ostentatoire (croix, voile, kippa...)	Que le voile soit interdit dans les lieux publics. Mairies hôpitaux	127	4
1521	1-5447	Y Rien	Je n'ai pas de proposition. Ce thème relève du travail d'experts	127	1
1522	1-564	Y Rien	Je trouve qu'en moyenne tout cela fonctionne plutôt bien dans notre pays.	127	3
1523	1-5678	Application loi 1905	Être intransigeant sur la laïcite , la religion doit restée dans la sphère privée	127	3
1524	1-5678	Condamnation des atteintes à la laïcité	Être intransigeant sur la laïcite , la religion doit restée dans la sphère privée	127	2
1525	1-5678	Loi de la République avant celles de la religion	Être intransigeant sur la laïcite , la religion doit restée dans la sphère privée	127	1
1526	1-5678	Redonner un aspect privé à la religion	Être intransigeant sur la laïcite , la religion doit restée dans la sphère privée	127	5
1527	1-5678	Séparation stricte Etat-religions	Être intransigeant sur la laïcite , la religion doit restée dans la sphère privée	127	2
1528	1-5706	Y Rien	Rien	127	3
1529	1-5742	Aucun financement par l'Etat	Ne pas restaurer les édifices religieux comme des monuments classiques. Les religieux d'Alsace ne devraient pas être payés par l'Etat. Supprimer les jours fériés en rapport à la religion.	127	1
1530	1-5745	Y Rien	Rien	127	3
1531	1-5750	Y Rien	Rien	127	3
1532	1-5781	Y Rien	Rien	127	3
1533	1-5876	Même traitement pour toutes les religions	il faut mettre davantage en avant l'école public et ne pas financer les écoles privés quelque soit la religion	127	1
1534	1-5876	Plus d'éducation	il faut mettre davantage en avant l'école public et ne pas financer les écoles privés quelque soit la religion	127	1
1535	1-5876	Statut des écoles religieuses	il faut mettre davantage en avant l'école public et ne pas financer les écoles privés quelque soit la religion	127	4
1536	1-591	Garantir la liberté de culte	L'état doit laisser le libre culte à toutes les religions	127	3
1537	1-5927	Aucun financement par l'Etat	Arrêter toutes subventions vers des associations à caractère religieux.	127	4
1538	1-5927	Séparation stricte Etat-religions	Arrêter toutes subventions vers des associations à caractère religieux.	127	1
1539	1-5981	Application loi 1905	Faite appliquer la loi ou la modifier mais pas d'arrangement avec elle.	127	6
1540	1-5981	Loi de la République avant celles de la religion	Faite appliquer la loi ou la modifier mais pas d'arrangement avec elle.	127	2
1541	1-5983	Y Rien	rien	127	3
1542	1-602	Y Rien	RAS	127	3
1543	1-6029	Y Rien	Je ne sais pas.	127	1
1544	1-6061	Loi de la République avant celles de la religion	être plus intransigeant dans la séparation du religieux qui relève de la vie privée et du politique qui s'occupe du bien commun	127	1
1545	1-6061	Redonner un aspect privé à la religion	être plus intransigeant dans la séparation du religieux qui relève de la vie privée et du politique qui s'occupe du bien commun	127	5
1546	1-6061	Séparation stricte Etat-religions	être plus intransigeant dans la séparation du religieux qui relève de la vie privée et du politique qui s'occupe du bien commun	127	4
1547	1-610	Y Rien	RIEN	127	3
1548	1-6111	Application loi 1905	La laïcité me convient telle qu'elle est en France !	127	1
1549	1-6111	Y Rien	La laïcité me convient telle qu'elle est en France !	127	3
1550	1-6114	Y Rien	Rien	127	3
1551	1-6133	Application loi 1905	Continuer les sanctions pour les signes austentatoirs comme le voile, la prière dans la rue, sans remettre en question nos traditions nationales historiques comme la crèche de Noël. En cette occasion de Noël pourquoi ne pas promouvoir toutes les religions justement pour créer la nouvelle histoire (ranoukà et on doit bien pouvoir trouver une fête musulman à rattacher. On mets des moutons dans la crèche. Je plaisante mais il doit bien y avoir une bonne solution, pour laisser une place à toutes les religions une fois dans l année.	127	1
1552	1-6133	Aucun signe ostentatoire (croix, voile, kippa...)	Continuer les sanctions pour les signes austentatoirs comme le voile, la prière dans la rue, sans remettre en question nos traditions nationales historiques comme la crèche de Noël. En cette occasion de Noël pourquoi ne pas promouvoir toutes les religions justement pour créer la nouvelle histoire (ranoukà et on doit bien pouvoir trouver une fête musulman à rattacher. On mets des moutons dans la crèche. Je plaisante mais il doit bien y avoir une bonne solution, pour laisser une place à toutes les religions une fois dans l année.	127	6
1553	1-6133	Condamnation des atteintes à la laïcité	Continuer les sanctions pour les signes austentatoirs comme le voile, la prière dans la rue, sans remettre en question nos traditions nationales historiques comme la crèche de Noël. En cette occasion de Noël pourquoi ne pas promouvoir toutes les religions justement pour créer la nouvelle histoire (ranoukà et on doit bien pouvoir trouver une fête musulman à rattacher. On mets des moutons dans la crèche. Je plaisante mais il doit bien y avoir une bonne solution, pour laisser une place à toutes les religions une fois dans l année.	127	1
1554	1-6133	Garantir la liberté de culte	Continuer les sanctions pour les signes austentatoirs comme le voile, la prière dans la rue, sans remettre en question nos traditions nationales historiques comme la crèche de Noël. En cette occasion de Noël pourquoi ne pas promouvoir toutes les religions justement pour créer la nouvelle histoire (ranoukà et on doit bien pouvoir trouver une fête musulman à rattacher. On mets des moutons dans la crèche. Je plaisante mais il doit bien y avoir une bonne solution, pour laisser une place à toutes les religions une fois dans l année.	127	2
1555	1-6133	Même traitement pour toutes les religions	Continuer les sanctions pour les signes austentatoirs comme le voile, la prière dans la rue, sans remettre en question nos traditions nationales historiques comme la crèche de Noël. En cette occasion de Noël pourquoi ne pas promouvoir toutes les religions justement pour créer la nouvelle histoire (ranoukà et on doit bien pouvoir trouver une fête musulman à rattacher. On mets des moutons dans la crèche. Je plaisante mais il doit bien y avoir une bonne solution, pour laisser une place à toutes les religions une fois dans l année.	127	4
1556	1-6133	Pas d'imposition des valeurs	Continuer les sanctions pour les signes austentatoirs comme le voile, la prière dans la rue, sans remettre en question nos traditions nationales historiques comme la crèche de Noël. En cette occasion de Noël pourquoi ne pas promouvoir toutes les religions justement pour créer la nouvelle histoire (ranoukà et on doit bien pouvoir trouver une fête musulman à rattacher. On mets des moutons dans la crèche. Je plaisante mais il doit bien y avoir une bonne solution, pour laisser une place à toutes les religions une fois dans l année.	127	1
1557	1-6133	Plus de dialogue	Continuer les sanctions pour les signes austentatoirs comme le voile, la prière dans la rue, sans remettre en question nos traditions nationales historiques comme la crèche de Noël. En cette occasion de Noël pourquoi ne pas promouvoir toutes les religions justement pour créer la nouvelle histoire (ranoukà et on doit bien pouvoir trouver une fête musulman à rattacher. On mets des moutons dans la crèche. Je plaisante mais il doit bien y avoir une bonne solution, pour laisser une place à toutes les religions une fois dans l année.	127	3
1558	1-6133	Plus de tolérance	Continuer les sanctions pour les signes austentatoirs comme le voile, la prière dans la rue, sans remettre en question nos traditions nationales historiques comme la crèche de Noël. En cette occasion de Noël pourquoi ne pas promouvoir toutes les religions justement pour créer la nouvelle histoire (ranoukà et on doit bien pouvoir trouver une fête musulman à rattacher. On mets des moutons dans la crèche. Je plaisante mais il doit bien y avoir une bonne solution, pour laisser une place à toutes les religions une fois dans l année.	127	2
1559	1-6133	Préserver les coutumes françaises	Continuer les sanctions pour les signes austentatoirs comme le voile, la prière dans la rue, sans remettre en question nos traditions nationales historiques comme la crèche de Noël. En cette occasion de Noël pourquoi ne pas promouvoir toutes les religions justement pour créer la nouvelle histoire (ranoukà et on doit bien pouvoir trouver une fête musulman à rattacher. On mets des moutons dans la crèche. Je plaisante mais il doit bien y avoir une bonne solution, pour laisser une place à toutes les religions une fois dans l année.	127	7
1560	1-6138	Y Rien	Je ne trouve pas qu'il soit nécessaire de renforcer la laicité	127	3
1561	1-6194	Application loi 1905	Ne pas transiger sur le caractère laïc du pays : tolérance individuelle, mais sans communautarisme ostentatoire.  Légiférer sur les tenues à caractère communautaire : Sans remettre en cause le droit de culte, qui relève de la sphère privée, il faut combattre tout communautarisme religieux, qui déborde dans la sphère publique, et ce, de quel bord qu'il soit.  Le port des vêtements à connotation religieuse doit être réservé exclusivement aux membres des Eglises (rabbins, curés et bonnes soeurs, moines, imams...). Le citoyen croyant et républicain ne doit pas être différentiable sur la voie publique, même si on peut le tolérer à l'occasion de fêtes religieuses symboliques ou du jour du culte (vendredi, samedi ou dimanche, selon la religion).  Interdire et punir sévèrement le port abusif de tenues communautaires, par exemple de la burka ou de tenues tribales associées à une communauté bien identifiée	127	4
1562	1-6194	Aucun signe ostentatoire (croix, voile, kippa...)	Ne pas transiger sur le caractère laïc du pays : tolérance individuelle, mais sans communautarisme ostentatoire.  Légiférer sur les tenues à caractère communautaire : Sans remettre en cause le droit de culte, qui relève de la sphère privée, il faut combattre tout communautarisme religieux, qui déborde dans la sphère publique, et ce, de quel bord qu'il soit.  Le port des vêtements à connotation religieuse doit être réservé exclusivement aux membres des Eglises (rabbins, curés et bonnes soeurs, moines, imams...). Le citoyen croyant et républicain ne doit pas être différentiable sur la voie publique, même si on peut le tolérer à l'occasion de fêtes religieuses symboliques ou du jour du culte (vendredi, samedi ou dimanche, selon la religion).  Interdire et punir sévèrement le port abusif de tenues communautaires, par exemple de la burka ou de tenues tribales associées à une communauté bien identifiée	127	6
1563	1-6194	Condamnation des atteintes à la laïcité	Ne pas transiger sur le caractère laïc du pays : tolérance individuelle, mais sans communautarisme ostentatoire.  Légiférer sur les tenues à caractère communautaire : Sans remettre en cause le droit de culte, qui relève de la sphère privée, il faut combattre tout communautarisme religieux, qui déborde dans la sphère publique, et ce, de quel bord qu'il soit.  Le port des vêtements à connotation religieuse doit être réservé exclusivement aux membres des Eglises (rabbins, curés et bonnes soeurs, moines, imams...). Le citoyen croyant et républicain ne doit pas être différentiable sur la voie publique, même si on peut le tolérer à l'occasion de fêtes religieuses symboliques ou du jour du culte (vendredi, samedi ou dimanche, selon la religion).  Interdire et punir sévèrement le port abusif de tenues communautaires, par exemple de la burka ou de tenues tribales associées à une communauté bien identifiée	127	2
1564	1-6194	Garantir la liberté de culte	Ne pas transiger sur le caractère laïc du pays : tolérance individuelle, mais sans communautarisme ostentatoire.  Légiférer sur les tenues à caractère communautaire : Sans remettre en cause le droit de culte, qui relève de la sphère privée, il faut combattre tout communautarisme religieux, qui déborde dans la sphère publique, et ce, de quel bord qu'il soit.  Le port des vêtements à connotation religieuse doit être réservé exclusivement aux membres des Eglises (rabbins, curés et bonnes soeurs, moines, imams...). Le citoyen croyant et républicain ne doit pas être différentiable sur la voie publique, même si on peut le tolérer à l'occasion de fêtes religieuses symboliques ou du jour du culte (vendredi, samedi ou dimanche, selon la religion).  Interdire et punir sévèrement le port abusif de tenues communautaires, par exemple de la burka ou de tenues tribales associées à une communauté bien identifiée	127	2
1565	1-6194	Loi de la République avant celles de la religion	Ne pas transiger sur le caractère laïc du pays : tolérance individuelle, mais sans communautarisme ostentatoire.  Légiférer sur les tenues à caractère communautaire : Sans remettre en cause le droit de culte, qui relève de la sphère privée, il faut combattre tout communautarisme religieux, qui déborde dans la sphère publique, et ce, de quel bord qu'il soit.  Le port des vêtements à connotation religieuse doit être réservé exclusivement aux membres des Eglises (rabbins, curés et bonnes soeurs, moines, imams...). Le citoyen croyant et républicain ne doit pas être différentiable sur la voie publique, même si on peut le tolérer à l'occasion de fêtes religieuses symboliques ou du jour du culte (vendredi, samedi ou dimanche, selon la religion).  Interdire et punir sévèrement le port abusif de tenues communautaires, par exemple de la burka ou de tenues tribales associées à une communauté bien identifiée	127	1
1566	1-6194	Même traitement pour toutes les religions	Ne pas transiger sur le caractère laïc du pays : tolérance individuelle, mais sans communautarisme ostentatoire.  Légiférer sur les tenues à caractère communautaire : Sans remettre en cause le droit de culte, qui relève de la sphère privée, il faut combattre tout communautarisme religieux, qui déborde dans la sphère publique, et ce, de quel bord qu'il soit.  Le port des vêtements à connotation religieuse doit être réservé exclusivement aux membres des Eglises (rabbins, curés et bonnes soeurs, moines, imams...). Le citoyen croyant et républicain ne doit pas être différentiable sur la voie publique, même si on peut le tolérer à l'occasion de fêtes religieuses symboliques ou du jour du culte (vendredi, samedi ou dimanche, selon la religion).  Interdire et punir sévèrement le port abusif de tenues communautaires, par exemple de la burka ou de tenues tribales associées à une communauté bien identifiée	127	2
1567	1-6194	Redonner un aspect privé à la religion	Ne pas transiger sur le caractère laïc du pays : tolérance individuelle, mais sans communautarisme ostentatoire.  Légiférer sur les tenues à caractère communautaire : Sans remettre en cause le droit de culte, qui relève de la sphère privée, il faut combattre tout communautarisme religieux, qui déborde dans la sphère publique, et ce, de quel bord qu'il soit.  Le port des vêtements à connotation religieuse doit être réservé exclusivement aux membres des Eglises (rabbins, curés et bonnes soeurs, moines, imams...). Le citoyen croyant et républicain ne doit pas être différentiable sur la voie publique, même si on peut le tolérer à l'occasion de fêtes religieuses symboliques ou du jour du culte (vendredi, samedi ou dimanche, selon la religion).  Interdire et punir sévèrement le port abusif de tenues communautaires, par exemple de la burka ou de tenues tribales associées à une communauté bien identifiée	127	4
1568	1-6218	Plus d'éducation	- Faire une réelle intégration en rappelant notre culture par une formation obligatoire  - Établir des quotas intégrations par commune et mieux répartir sur le territoire pour une meilleure mixité en tenant compte des besoins locaux.	127	4
1569	1-6219	Aucun signe ostentatoire (croix, voile, kippa...)	La religion pratiquée ne doit pas être visible de quelque façon que ce soit à l'extérieur d'un domaine privé.	127	3
1570	1-6219	Redonner un aspect privé à la religion	La religion pratiquée ne doit pas être visible de quelque façon que ce soit à l'extérieur d'un domaine privé.	127	3
1571	1-6241	Application loi 1905	Je demande une interdiction pour les représentants de l'état de rencontrer ou de faire du lobbying auprès des représentants de culte religieux en particulier en période électorale. Ensuite que les lois françaises ne fassent référence à aucune religion en particulier ou d'utiliser une appellation qui la mette en lumière mais qu'elles établissent seulement les principes qui régissent le droit qui régit la question religieuse. Elle doit caractériser simplement ce qui fait la gravité des faits. Par ailleurs il me semble judicieux que les religions ne soient plus l'objet de débat politique mais simplement qu'on rappelle la loi en faisant en sorte qu'elle s'attache à redéfinir la responsabilité de l'individu dans l'exercice de sa religion et de ceux qui prennent pour cible le droit à exercer une religion de manière à clore tous les débats. Enfin, il est indispensable que l'Etat français lorsqu'il est accusé sur des questions de religion rappelle sans ambiguïté qu'il agit sans prendre en compte le caractère religieux et qu'il protège sa population en fonction de la gravité des actes et non du caractère religieux (c'est vrai autant pour les crimes à connotation religieuses que pour les attentats). C'est une question sine que non pour que les organisations religieuses n'aient plus d'emprise sur l'Etat, que chacun se sente traité sur un pied d'égalité et que les communautés de se réinventent pas des droits tacites en jouant de leur poids sur la classe qui doit se faire élire.	127	2
1572	1-6241	Aucun financement par l'Etat	Je demande une interdiction pour les représentants de l'état de rencontrer ou de faire du lobbying auprès des représentants de culte religieux en particulier en période électorale. Ensuite que les lois françaises ne fassent référence à aucune religion en particulier ou d'utiliser une appellation qui la mette en lumière mais qu'elles établissent seulement les principes qui régissent le droit qui régit la question religieuse. Elle doit caractériser simplement ce qui fait la gravité des faits. Par ailleurs il me semble judicieux que les religions ne soient plus l'objet de débat politique mais simplement qu'on rappelle la loi en faisant en sorte qu'elle s'attache à redéfinir la responsabilité de l'individu dans l'exercice de sa religion et de ceux qui prennent pour cible le droit à exercer une religion de manière à clore tous les débats. Enfin, il est indispensable que l'Etat français lorsqu'il est accusé sur des questions de religion rappelle sans ambiguïté qu'il agit sans prendre en compte le caractère religieux et qu'il protège sa population en fonction de la gravité des actes et non du caractère religieux (c'est vrai autant pour les crimes à connotation religieuses que pour les attentats). C'est une question sine que non pour que les organisations religieuses n'aient plus d'emprise sur l'Etat, que chacun se sente traité sur un pied d'égalité et que les communautés de se réinventent pas des droits tacites en jouant de leur poids sur la classe qui doit se faire élire.	127	1
1573	1-6241	Condamnation des atteintes à la laïcité	Je demande une interdiction pour les représentants de l'état de rencontrer ou de faire du lobbying auprès des représentants de culte religieux en particulier en période électorale. Ensuite que les lois françaises ne fassent référence à aucune religion en particulier ou d'utiliser une appellation qui la mette en lumière mais qu'elles établissent seulement les principes qui régissent le droit qui régit la question religieuse. Elle doit caractériser simplement ce qui fait la gravité des faits. Par ailleurs il me semble judicieux que les religions ne soient plus l'objet de débat politique mais simplement qu'on rappelle la loi en faisant en sorte qu'elle s'attache à redéfinir la responsabilité de l'individu dans l'exercice de sa religion et de ceux qui prennent pour cible le droit à exercer une religion de manière à clore tous les débats. Enfin, il est indispensable que l'Etat français lorsqu'il est accusé sur des questions de religion rappelle sans ambiguïté qu'il agit sans prendre en compte le caractère religieux et qu'il protège sa population en fonction de la gravité des actes et non du caractère religieux (c'est vrai autant pour les crimes à connotation religieuses que pour les attentats). C'est une question sine que non pour que les organisations religieuses n'aient plus d'emprise sur l'Etat, que chacun se sente traité sur un pied d'égalité et que les communautés de se réinventent pas des droits tacites en jouant de leur poids sur la classe qui doit se faire élire.	127	1
