contribution;tag;corpus;question;count
12 172;Cultiver/Jardiner bio, sans pesticide;J'ai isolé ma maison, je chauffe au bois, ont trie les déchets ont utilise pas produits tel que pesticides et autres, ont fait pour le mieux pour essayer de protéger la nature;TE11;1
12 172;Meilleure isolation, changement chauffage/chaudière;J'ai isolé ma maison, je chauffe au bois, ont trie les déchets ont utilise pas produits tel que pesticides et autres, ont fait pour le mieux pour essayer de protéger la nature;TE11;1
12 172;Réduction consommation énergie, eau;J'ai isolé ma maison, je chauffe au bois, ont trie les déchets ont utilise pas produits tel que pesticides et autres, ont fait pour le mieux pour essayer de protéger la nature;TE11;1
12 172;Respect nature et animaux;J'ai isolé ma maison, je chauffe au bois, ont trie les déchets ont utilise pas produits tel que pesticides et autres, ont fait pour le mieux pour essayer de protéger la nature;TE11;1
12 172;Tri sélectif, compost, réduction déchets;J'ai isolé ma maison, je chauffe au bois, ont trie les déchets ont utilise pas produits tel que pesticides et autres, ont fait pour le mieux pour essayer de protéger la nature;TE11;1
36 512;Consommation réduite ou vertueuse (bio, circuit court, local);"Diminuer mes déchets ; utiliser les transports en commun et/ou mon vélo ; diminuer fortement ma consommation de plastique et de produits alimentaires industriels ; manger local, de saison et si possible bio";TE11;1
36 512;Moins d’emballages plastiques;"Diminuer mes déchets ; utiliser les transports en commun et/ou mon vélo ; diminuer fortement ma consommation de plastique et de produits alimentaires industriels ; manger local, de saison et si possible bio";TE11;1
36 512;Transports plus verts ou réduits;"Diminuer mes déchets ; utiliser les transports en commun et/ou mon vélo ; diminuer fortement ma consommation de plastique et de produits alimentaires industriels ; manger local, de saison et si possible bio";TE11;1
36 512;Tri sélectif, compost, réduction déchets;"Diminuer mes déchets ; utiliser les transports en commun et/ou mon vélo ; diminuer fortement ma consommation de plastique et de produits alimentaires industriels ; manger local, de saison et si possible bio";TE11;1
15 130;nouveau mode de scrutin (proportionnelle, etc.);"Faciliter le vote.&&Pouvoir voter comme nous pouvons répondre à ce questionnaire serait, je pense, une avancé majeur.&&Modifier le système de vote à 2 tours par un autre système démocratique qui serait plus révélateur de l'opinion publique.&&Le système actuel insite la population à voter pour ""le moins pire"" et non pour le candidat ayant la meilleure opinion globale.";DC11;1
15 130;vote via nouvelles technologies (internet, SMS, etc.);"Faciliter le vote.&&Pouvoir voter comme nous pouvons répondre à ce questionnaire serait, je pense, une avancé majeur.&&Modifier le système de vote à 2 tours par un autre système démocratique qui serait plus révélateur de l'opinion publique.&&Le système actuel insite la population à voter pour ""le moins pire"" et non pour le candidat ayant la meilleure opinion globale.";DC11;1
19 450;prise en compte du vote blanc;La reconnaissance du vote blanc peut inciter les citoyens à aller voter.;DC11;1
14 041;Autre / Passer;arrêter les services/les institutions qui font doublon, repartir les dépenses inutiles (salaire des ministres par exemple) sur des postes plus importants (réduire les taxes entreprises pour augmenter la competivité);FI8;1
8 942;Transports en commun;Une maison de service public et les transports suis un ancien de la ratp;OE10;1
8 942;Autre / Passer;Une maison de service public et les transports suis un ancien de la ratp;OE10;1
38 152;Consommation réduite ou vertueuse (bio, circuit court, local);"Je tri comme je peux, j'essaie d'utiliser moins d'eau pour les tâches quotidiennes, je n'achète presque plus de produit ""industriels"" type chips, malbouffe. Je mange toujours de la viande mais de manière moins régulière.";TE11;1
38 152;Réduction consommation énergie, eau;"Je tri comme je peux, j'essaie d'utiliser moins d'eau pour les tâches quotidiennes, je n'achète presque plus de produit ""industriels"" type chips, malbouffe. Je mange toujours de la viande mais de manière moins régulière.";TE11;1
38 152;Régime alimentaire;"Je tri comme je peux, j'essaie d'utiliser moins d'eau pour les tâches quotidiennes, je n'achète presque plus de produit ""industriels"" type chips, malbouffe. Je mange toujours de la viande mais de manière moins régulière.";TE11;1
38 152;Tri sélectif, compost, réduction déchets;"Je tri comme je peux, j'essaie d'utiliser moins d'eau pour les tâches quotidiennes, je n'achète presque plus de produit ""industriels"" type chips, malbouffe. Je mange toujours de la viande mais de manière moins régulière.";TE11;1
55 861;Impôt symbolique pour tous;"que tout le monde paie un impot, sans que certains paie pour les autres quand d'autres vont placer leur argent hors de France. Interdire aux entreprises de faire de ""l'optimisation fiscale"" et les obliger à payer en France ce qu'elles y gagnent.";FI8;1
55 861;Lutte évasion, fraude, optimisation;"que tout le monde paie un impot, sans que certains paie pour les autres quand d'autres vont placer leur argent hors de France. Interdire aux entreprises de faire de ""l'optimisation fiscale"" et les obliger à payer en France ce qu'elles y gagnent.";FI8;1
16 221;Rétablir ISF;Rétablir l'isf, diminuer l'impôt sur les foyers à faibles revenus, supprimer l'impôt chez les retraités. baisser la tva sur les produits de premières necessité;FI8;1
16 221;TVA réduite (1ère nécessité);Rétablir l'isf, diminuer l'impôt sur les foyers à faibles revenus, supprimer l'impôt chez les retraités. baisser la tva sur les produits de premières necessité;FI8;1
27 252;Consommation réduite ou vertueuse (bio, circuit court, local);Consommer moins de viande, pas arrêter totalement, 3/4 fois par semaines c'est largement suffisant.&&Arrêter de consommer de produits contenant du plastique, puisque les politiques ne sont pas capables de gérer le problème, je suis donc obliger de me limiter tout seul de consommer ce genre de produits.&&Consommer de la nourriture produite localement et le plus sainement possible ainsi que limiter ses achats de vêtements. (industrie agricole et textile sont parmi les plus polluantes).;TE11;1
27 252;Moins d’emballages plastiques;Consommer moins de viande, pas arrêter totalement, 3/4 fois par semaines c'est largement suffisant.&&Arrêter de consommer de produits contenant du plastique, puisque les politiques ne sont pas capables de gérer le problème, je suis donc obliger de me limiter tout seul de consommer ce genre de produits.&&Consommer de la nourriture produite localement et le plus sainement possible ainsi que limiter ses achats de vêtements. (industrie agricole et textile sont parmi les plus polluantes).;TE11;1
27 252;Régime alimentaire;Consommer moins de viande, pas arrêter totalement, 3/4 fois par semaines c'est largement suffisant.&&Arrêter de consommer de produits contenant du plastique, puisque les politiques ne sont pas capables de gérer le problème, je suis donc obliger de me limiter tout seul de consommer ce genre de produits.&&Consommer de la nourriture produite localement et le plus sainement possible ainsi que limiter ses achats de vêtements. (industrie agricole et textile sont parmi les plus polluantes).;TE11;1
53 912;Santé (hôpitaux, médecins);Des maison médicales comme à la montagne auraient grande demande en région parisienne étant donné que peu de médecin prenne proche du domicile et que les hôpitaux sont surchargé;OE10;1
5 132;Meilleure isolation, changement chauffage/chaudière;Je voudrais éviter de consommer de l essence pour aller 2x mois a la déchetterie.. mais dans notre commune il est interdit de brûler les végétaux..  création d un crédit particulier pour des gestes écologiques qui permettrais de débloquer plus de crédit d impôt pour le financement de projet énergétique ( l équivalent du CEE pour le particulier uniquement ) serait un plus .&&Je prend un exemple : non n avons plus de collecte de gros déchet dans notre commune , je me rend régulièrement à la déchetterie pour y déposer de vieux meubles cartons etc..  pourquoi ne pas me donner des pts par rapport au volume de ce que je recycle pour me permettre par la suite d avoir un crédit de pts me donnant l accès à un crédit d impôt plus avantageux .. &&Ce que je fais pour l environnement j ai investit dans un poele a granule me permettant de ne plus utiliser l électricité en appoint fe chauffage .;TE11;1
5 132;Tri sélectif, compost, réduction déchets;Je voudrais éviter de consommer de l essence pour aller 2x mois a la déchetterie.. mais dans notre commune il est interdit de brûler les végétaux..  création d un crédit particulier pour des gestes écologiques qui permettrais de débloquer plus de crédit d impôt pour le financement de projet énergétique ( l équivalent du CEE pour le particulier uniquement ) serait un plus .&&Je prend un exemple : non n avons plus de collecte de gros déchet dans notre commune , je me rend régulièrement à la déchetterie pour y déposer de vieux meubles cartons etc..  pourquoi ne pas me donner des pts par rapport au volume de ce que je recycle pour me permettre par la suite d avoir un crédit de pts me donnant l accès à un crédit d impôt plus avantageux .. &&Ce que je fais pour l environnement j ai investit dans un poele a granule me permettant de ne plus utiliser l électricité en appoint fe chauffage .;TE11;1
46 672;Santé (hôpitaux, médecins);Plus d'approche à l'aide pour les personnes handicapées.;OE10;1
46 672;Simplification / aide aux démarches;Plus d'approche à l'aide pour les personnes handicapées.;OE10;1
43 142;Consommation réduite ou vertueuse (bio, circuit court, local);Je trie mes déchets, j'essaie de consommer un maximum de produits locaux, et de me déplacer le plus possible en transports en commun et à velo;TE11;1
43 142;Transports plus verts ou réduits;Je trie mes déchets, j'essaie de consommer un maximum de produits locaux, et de me déplacer le plus possible en transports en commun et à velo;TE11;1
43 142;Tri sélectif, compost, réduction déchets;Je trie mes déchets, j'essaie de consommer un maximum de produits locaux, et de me déplacer le plus possible en transports en commun et à velo;TE11;1
46 510;vote obligatoire;Payer une amende si on ne vote pas;DC11;1
13 671;Simplification / aide aux démarches;Laquelle il manque en particulier je ne pourrai pas dire. En revanche je note aucune amélioration mais plutôt une complexité qui s'est mise en place .;OE10;1
47 891;Taux IR égal pour tous;que tous monde paye l impot proportionnellement a leur revenu;FI8;1
42 811;Impôt symbolique pour tous;Impôt sur le revenu pour tous, avec un impôt à 100% pour ceux qui touchent plus de 300000 euros par an;FI8;1
42 811;Taxer les riches;Impôt sur le revenu pour tous, avec un impôt à 100% pour ceux qui touchent plus de 300000 euros par an;FI8;1
31 751;Impôt symbolique pour tous;Creer plus de tranches, tout le moment devrait payer des impots,;FI8;1
31 751;Plus de tranches IR progressives;Creer plus de tranches, tout le moment devrait payer des impots,;FI8;1
46 892;Emploi / Pôle Emploi;Recherche emploi et formation;OE10;1
52 401;Santé (hôpitaux, médecins);Il faut arrêter de gérer les hôpitaux comme des entreprises du cac40. Aujourd’hui les professionnels de santé n’ont pas le temps de s’occuper des citoyens. Et les citoyens sont complètement paumés.;OE10;1
34 120;nouveau mode de scrutin (proportionnelle, etc.);La réforme du système de vote, pour un système plus complexe permettant à chacun de donner son avis de manière plus riche qu'un simple oui (à un) et non (aux autres). Cela donnerait plus de sens au vote. Adopter une communication politique qui assume le caractère idéologique de ses décisions et positions et ne se sert pas d'arguments technocratiques à tout va. Ces méthodes permettent souvent de plier une polémique dans un sens ou dans l'autre et mènent donc forcément à des conclusions faussement objectives et mesurées. De plus elles rendent le débat public inaccessibles aux non érudits (exemple: sondages à outrance, données économétriques complexes,...). Ces données sont destinées aux experts qui doivent être capables d'en faire une synthèse audible et compréhensible par tous. &&Encourager l'engagement associatif, afin que chacun se sente plus impliqué dans la société et sa gouvernance. &&Donner la possibilité à chacun d'exister et d'être acteur en tant que citoyen (notamment par l'existence des référendum, mais aussi pas une vraie démarche d'écoute du haut vers le bas).;DC11;1
34 120;instances citoyennes de décision (jury, tirage au sort, etc.);La réforme du système de vote, pour un système plus complexe permettant à chacun de donner son avis de manière plus riche qu'un simple oui (à un) et non (aux autres). Cela donnerait plus de sens au vote. Adopter une communication politique qui assume le caractère idéologique de ses décisions et positions et ne se sert pas d'arguments technocratiques à tout va. Ces méthodes permettent souvent de plier une polémique dans un sens ou dans l'autre et mènent donc forcément à des conclusions faussement objectives et mesurées. De plus elles rendent le débat public inaccessibles aux non érudits (exemple: sondages à outrance, données économétriques complexes,...). Ces données sont destinées aux experts qui doivent être capables d'en faire une synthèse audible et compréhensible par tous. &&Encourager l'engagement associatif, afin que chacun se sente plus impliqué dans la société et sa gouvernance. &&Donner la possibilité à chacun d'exister et d'être acteur en tant que citoyen (notamment par l'existence des référendum, mais aussi pas une vraie démarche d'écoute du haut vers le bas).;DC11;1
34 120;plus de référendums;La réforme du système de vote, pour un système plus complexe permettant à chacun de donner son avis de manière plus riche qu'un simple oui (à un) et non (aux autres). Cela donnerait plus de sens au vote. Adopter une communication politique qui assume le caractère idéologique de ses décisions et positions et ne se sert pas d'arguments technocratiques à tout va. Ces méthodes permettent souvent de plier une polémique dans un sens ou dans l'autre et mènent donc forcément à des conclusions faussement objectives et mesurées. De plus elles rendent le débat public inaccessibles aux non érudits (exemple: sondages à outrance, données économétriques complexes,...). Ces données sont destinées aux experts qui doivent être capables d'en faire une synthèse audible et compréhensible par tous. &&Encourager l'engagement associatif, afin que chacun se sente plus impliqué dans la société et sa gouvernance. &&Donner la possibilité à chacun d'exister et d'être acteur en tant que citoyen (notamment par l'existence des référendum, mais aussi pas une vraie démarche d'écoute du haut vers le bas).;DC11;1
12 140;éducation citoyenne de la jeunesse;"Améliorer la qualité de l'information et faire de la pédagogie ; prendre le contre-pied des réseaux sociaux et des fake news";DC11;1
12 140;meilleure information sur les enjeux et les candidats;"Améliorer la qualité de l'information et faire de la pédagogie ; prendre le contre-pied des réseaux sociaux et des fake news";DC11;1
12 912;Bureaux de Poste;Hopitaux, poste, police;OE10;1
12 912;Santé (hôpitaux, médecins);Hopitaux, poste, police;OE10;1
12 912;Sécurité (police);Hopitaux, poste, police;OE10;1
35 081;Accessibilité (plus d’horaires, plus de personnel, plus proche);Le manque d'humanité, la lenteur administrative, la mauvaise foi de certaine personnes travaillant dans ces services à différents niveau . La première cause et la dématérialisation je pense. Il y a la un axe de progression à étudier.;OE10;1
35 081;Simplification / aide aux démarches;Le manque d'humanité, la lenteur administrative, la mauvaise foi de certaine personnes travaillant dans ces services à différents niveau . La première cause et la dématérialisation je pense. Il y a la un axe de progression à étudier.;OE10;1
6 232;Régime alimentaire;Décroissance consommation de viande;TE11;1
52 692;Accessibilité (plus d’horaires, plus de personnel, plus proche);La disparition des gares et des trains. Aberrant. Les grandes privatisation sont une honte. Aucun aspects positifs dans les territoires ruraux, abandonnés pas le service public.;OE10;1
52 692;Transports en commun;La disparition des gares et des trains. Aberrant. Les grandes privatisation sont une honte. Aucun aspects positifs dans les territoires ruraux, abandonnés pas le service public.;OE10;1
11 380;vote via nouvelles technologies (internet, SMS, etc.);Les candidats ne sont pas représentatifs et font carrières.il fait des candidats avec une durée ou un nombre de mandats limités. Il faut tirer systématiquement des gens au sort pour être représentant    Il faut plus de votes locaux digitaux.;DC11;1
11 380;instances citoyennes de décision (jury, tirage au sort, etc.);Les candidats ne sont pas représentatifs et font carrières.il fait des candidats avec une durée ou un nombre de mandats limités. Il faut tirer systématiquement des gens au sort pour être représentant    Il faut plus de votes locaux digitaux.;DC11;1
11 380;plus de débats à l’échelle locale;Les candidats ne sont pas représentatifs et font carrières.il fait des candidats avec une durée ou un nombre de mandats limités. Il faut tirer systématiquement des gens au sort pour être représentant    Il faut plus de votes locaux digitaux.;DC11;1
30 022;Régime alimentaire;Nettoyer les plages et les littoraux &&Réduire ma consommation de viande &&Réduire mon utilisation de ma voiture &&Faire attention à mon alimentation &&Trier mes déchets &&Utiliser le moteur de recherche « Ecosia »;TE11;1
30 022;Sensibilisation/Education aux gestes éco-citoyens;Nettoyer les plages et les littoraux &&Réduire ma consommation de viande &&Réduire mon utilisation de ma voiture &&Faire attention à mon alimentation &&Trier mes déchets &&Utiliser le moteur de recherche « Ecosia »;TE11;1
30 022;Transports plus verts ou réduits;Nettoyer les plages et les littoraux &&Réduire ma consommation de viande &&Réduire mon utilisation de ma voiture &&Faire attention à mon alimentation &&Trier mes déchets &&Utiliser le moteur de recherche « Ecosia »;TE11;1
30 022;Tri sélectif, compost, réduction déchets;Nettoyer les plages et les littoraux &&Réduire ma consommation de viande &&Réduire mon utilisation de ma voiture &&Faire attention à mon alimentation &&Trier mes déchets &&Utiliser le moteur de recherche « Ecosia »;TE11;1
40 472;Consommation réduite ou vertueuse (bio, circuit court, local);Je réduit mes déchets ( utilisation de cotons demaquillant réutilisable, achat d'un maximum de produits sans emballage ou à minima), consommation de produits origine France, arrêt de consommation de produits utilisant de l'huile de palme, régime moitié vegane, marcher au lieu de prendre la voiture sur de courtes distances.;TE11;1
40 472;Régime alimentaire;Je réduit mes déchets ( utilisation de cotons demaquillant réutilisable, achat d'un maximum de produits sans emballage ou à minima), consommation de produits origine France, arrêt de consommation de produits utilisant de l'huile de palme, régime moitié vegane, marcher au lieu de prendre la voiture sur de courtes distances.;TE11;1
40 472;Transports plus verts ou réduits;Je réduit mes déchets ( utilisation de cotons demaquillant réutilisable, achat d'un maximum de produits sans emballage ou à minima), consommation de produits origine France, arrêt de consommation de produits utilisant de l'huile de palme, régime moitié vegane, marcher au lieu de prendre la voiture sur de courtes distances.;TE11;1
40 472;Tri sélectif, compost, réduction déchets;Je réduit mes déchets ( utilisation de cotons demaquillant réutilisable, achat d'un maximum de produits sans emballage ou à minima), consommation de produits origine France, arrêt de consommation de produits utilisant de l'huile de palme, régime moitié vegane, marcher au lieu de prendre la voiture sur de courtes distances.;TE11;1
7 402;Réduction consommation énergie, eau;Gestion de mes consolation d'eau et d'électricité. Recyclage.;TE11;1
7 402;Tri sélectif, compost, réduction déchets;Gestion de mes consolation d'eau et d'électricité. Recyclage.;TE11;1
50 435;Rétablir ISF;ISF, taxer également le gouvernement;FI8;1
6 721;Lutte évasion, fraude, optimisation;Surveiller les évasions fiscales et les entreprises, prendre en compte plus de critères pour les différents calculs;FI8;1
53 161;Taux IR égal pour tous;Faire un impôt individuel prélevé à la source unique en fonction des revenus et avec 1 seul palier :&&En dessous de 30000€ de revenu annuel : un impôt à un taux de 30 % du revenu individuel par exemple.&&Au delà de 30000 € de revenu annuel, passer à 45 % de taux d'imposition du revenu individuel.;FI8;1
51 092;Accessibilité (plus d’horaires, plus de personnel, plus proche);Les hôpitaux ont disparu, il faut maintenant 45 minutes pour accéder à un hôpital ou une maternité. La poste est ouverte 3matinées par semaine. Chez pôle emploi le personnel est incompétent et désagréable, agit en police du chômage plus qu'à aider à trouver un emploi. Les trains de petites lignes sont trop rares et trop chers. Aucune évolution positive, tous les services publiques disparaissent.&&Même la mairie est fermée 2jours par semaine car la secrétaire doit aller travailler dans le chef lieu du canton avec le regroupement communal. Ces regroupement nuisent aux communes, à l'image de l'europe, on globalise des solutions uniques pour des zones qui ont des problèmes différents donc ça fonctionne mal et les citoyens sont perdants.&&Rendez-nous les services de proximité.;OE10;1
51 092;Bureaux de Poste;Les hôpitaux ont disparu, il faut maintenant 45 minutes pour accéder à un hôpital ou une maternité. La poste est ouverte 3matinées par semaine. Chez pôle emploi le personnel est incompétent et désagréable, agit en police du chômage plus qu'à aider à trouver un emploi. Les trains de petites lignes sont trop rares et trop chers. Aucune évolution positive, tous les services publiques disparaissent.&&Même la mairie est fermée 2jours par semaine car la secrétaire doit aller travailler dans le chef lieu du canton avec le regroupement communal. Ces regroupement nuisent aux communes, à l'image de l'europe, on globalise des solutions uniques pour des zones qui ont des problèmes différents donc ça fonctionne mal et les citoyens sont perdants.&&Rendez-nous les services de proximité.;OE10;1
51 092;Emploi / Pôle Emploi;Les hôpitaux ont disparu, il faut maintenant 45 minutes pour accéder à un hôpital ou une maternité. La poste est ouverte 3matinées par semaine. Chez pôle emploi le personnel est incompétent et désagréable, agit en police du chômage plus qu'à aider à trouver un emploi. Les trains de petites lignes sont trop rares et trop chers. Aucune évolution positive, tous les services publiques disparaissent.&&Même la mairie est fermée 2jours par semaine car la secrétaire doit aller travailler dans le chef lieu du canton avec le regroupement communal. Ces regroupement nuisent aux communes, à l'image de l'europe, on globalise des solutions uniques pour des zones qui ont des problèmes différents donc ça fonctionne mal et les citoyens sont perdants.&&Rendez-nous les services de proximité.;OE10;1
51 092;Santé (hôpitaux, médecins);Les hôpitaux ont disparu, il faut maintenant 45 minutes pour accéder à un hôpital ou une maternité. La poste est ouverte 3matinées par semaine. Chez pôle emploi le personnel est incompétent et désagréable, agit en police du chômage plus qu'à aider à trouver un emploi. Les trains de petites lignes sont trop rares et trop chers. Aucune évolution positive, tous les services publiques disparaissent.&&Même la mairie est fermée 2jours par semaine car la secrétaire doit aller travailler dans le chef lieu du canton avec le regroupement communal. Ces regroupement nuisent aux communes, à l'image de l'europe, on globalise des solutions uniques pour des zones qui ont des problèmes différents donc ça fonctionne mal et les citoyens sont perdants.&&Rendez-nous les services de proximité.;OE10;1
51 092;Transports en commun;Les hôpitaux ont disparu, il faut maintenant 45 minutes pour accéder à un hôpital ou une maternité. La poste est ouverte 3matinées par semaine. Chez pôle emploi le personnel est incompétent et désagréable, agit en police du chômage plus qu'à aider à trouver un emploi. Les trains de petites lignes sont trop rares et trop chers. Aucune évolution positive, tous les services publiques disparaissent.&&Même la mairie est fermée 2jours par semaine car la secrétaire doit aller travailler dans le chef lieu du canton avec le regroupement communal. Ces regroupement nuisent aux communes, à l'image de l'europe, on globalise des solutions uniques pour des zones qui ont des problèmes différents donc ça fonctionne mal et les citoyens sont perdants.&&Rendez-nous les services de proximité.;OE10;1
27 831;Accessibilité (plus d’horaires, plus de personnel, plus proche);Tout manque: manque de personnel, le personnel n'est pas qualifié, trop d'étapes pour effectuer une action. Demande l'allocations de la CAF sur internet;OE10;1
27 831;Complexité des démarches par internet;Tout manque: manque de personnel, le personnel n'est pas qualifié, trop d'étapes pour effectuer une action. Demande l'allocations de la CAF sur internet;OE10;1
27 831;Simplification / aide aux démarches;Tout manque: manque de personnel, le personnel n'est pas qualifié, trop d'étapes pour effectuer une action. Demande l'allocations de la CAF sur internet;OE10;1
24 842;Consommation réduite ou vertueuse (bio, circuit court, local);utilisation d'alternatives plus écologiques pour le transport, tri, pas de gâchis, consommation de produits bio de temps à autre, etc;TE11;1
24 842;Transports plus verts ou réduits;utilisation d'alternatives plus écologiques pour le transport, tri, pas de gâchis, consommation de produits bio de temps à autre, etc;TE11;1
24 842;Tri sélectif, compost, réduction déchets;utilisation d'alternatives plus écologiques pour le transport, tri, pas de gâchis, consommation de produits bio de temps à autre, etc;TE11;1
50 261;Impôt symbolique pour tous;Des pourcentages , et que tous le monde paie ( même si c'est minimes ) des impôts;FI8;1
50 261;Taux IR égal pour tous;Des pourcentages , et que tous le monde paie ( même si c'est minimes ) des impôts;FI8;1
47 162;Digitalisation des services publics;Le passage au numérique (j'apprécie de ne plus avoir à transmettre tous les documents pour ma déclaration d'impôts), le prélèvement à la source.&&J'aimerais voir renforcer les budgets pour les services de santé: création de maison de santé entre le généraliste et les urgences, pour gérer la bobologie. &&J'aimerais que l'on renforce les budgets de l'éducation nationale : plus d'accompagnement et de bienveillance pour nos jeunes. Aujourd'hui ils sont perdus, on leur demande des choix Parcoursup alors qu'ils ne savent même pas ce qu'ils veulent/peuvent faire et qu'ils n'ont jamais mis un pied à la fac ou en entreprise;OE10;1
47 162;Education / Enseignement;Le passage au numérique (j'apprécie de ne plus avoir à transmettre tous les documents pour ma déclaration d'impôts), le prélèvement à la source.&&J'aimerais voir renforcer les budgets pour les services de santé: création de maison de santé entre le généraliste et les urgences, pour gérer la bobologie. &&J'aimerais que l'on renforce les budgets de l'éducation nationale : plus d'accompagnement et de bienveillance pour nos jeunes. Aujourd'hui ils sont perdus, on leur demande des choix Parcoursup alors qu'ils ne savent même pas ce qu'ils veulent/peuvent faire et qu'ils n'ont jamais mis un pied à la fac ou en entreprise;OE10;1
47 162;Santé (hôpitaux, médecins);Le passage au numérique (j'apprécie de ne plus avoir à transmettre tous les documents pour ma déclaration d'impôts), le prélèvement à la source.&&J'aimerais voir renforcer les budgets pour les services de santé: création de maison de santé entre le généraliste et les urgences, pour gérer la bobologie. &&J'aimerais que l'on renforce les budgets de l'éducation nationale : plus d'accompagnement et de bienveillance pour nos jeunes. Aujourd'hui ils sont perdus, on leur demande des choix Parcoursup alors qu'ils ne savent même pas ce qu'ils veulent/peuvent faire et qu'ils n'ont jamais mis un pied à la fac ou en entreprise;OE10;1
871;Impôt symbolique pour tous;Répartition de l'effort sur toutes les classes. Et beaucoup d'aides sociales au travers de systèmes qui touche Chaque français. Comme le transport alternatives, l'alimentaire, l'accès à la culture.&&Cela ne me dérange pas de payer des impôts dans le but de créer une société solidaire avec de fortes bases culturelles, et intellectuel actuellement ce n'est le ressenti.;FI8;1
12 481;Lutte évasion, fraude, optimisation;Une véritable politique anti fraude fiscale et des punitions des fraudeurs.;FI8;1
19 632;Consommation réduite ou vertueuse (bio, circuit court, local);Acheter local (pour réduire le CO2 dégagé lors du transport), diminuer le chauffage autant que possible, éviter les emballages à usage unique, faire pression politiquement pour améliorer et répandre les solutions de recyclage des matériaux, des eaux, de l'air.;TE11;1
19 632;Engagement ou dons à des associations;Acheter local (pour réduire le CO2 dégagé lors du transport), diminuer le chauffage autant que possible, éviter les emballages à usage unique, faire pression politiquement pour améliorer et répandre les solutions de recyclage des matériaux, des eaux, de l'air.;TE11;1
19 632;Meilleure isolation, changement chauffage/chaudière;Acheter local (pour réduire le CO2 dégagé lors du transport), diminuer le chauffage autant que possible, éviter les emballages à usage unique, faire pression politiquement pour améliorer et répandre les solutions de recyclage des matériaux, des eaux, de l'air.;TE11;1
19 632;Moins d’emballages plastiques;Acheter local (pour réduire le CO2 dégagé lors du transport), diminuer le chauffage autant que possible, éviter les emballages à usage unique, faire pression politiquement pour améliorer et répandre les solutions de recyclage des matériaux, des eaux, de l'air.;TE11;1
53 621;Accessibilité (plus d’horaires, plus de personnel, plus proche);Services publics concernant les personnes âgées et la santé, pas assez de moyens, pas assez de temps, pas assez d’employés, aucune évolution c’est tjr la catastrophe dans ce secteur;OE10;1
53 621;Santé (hôpitaux, médecins);Services publics concernant les personnes âgées et la santé, pas assez de moyens, pas assez de temps, pas assez d’employés, aucune évolution c’est tjr la catastrophe dans ce secteur;OE10;1
53 621;Vieillesse;Services publics concernant les personnes âgées et la santé, pas assez de moyens, pas assez de temps, pas assez d’employés, aucune évolution c’est tjr la catastrophe dans ce secteur;OE10;1
35 522;Consommation réduite ou vertueuse (bio, circuit court, local);J'essaye de consommer plus raisonnablement, mais acheter en vrac coûte cher, acheter français coûte plus cher que dacheter espagnol et les français moyens ne peuvent pas se le permettre...;TE11;1
35 522;Moins d’emballages plastiques;J'essaye de consommer plus raisonnablement, mais acheter en vrac coûte cher, acheter français coûte plus cher que dacheter espagnol et les français moyens ne peuvent pas se le permettre...;TE11;1
16 972;Education / Enseignement;Moi en tant qu’étudiante c’est plus l’aide à l’emploi ou à la formation qui est primordiale notamment pour la recherche de stage. L’évolution de cette année est la transparence des services publics mais ce qui manque c’est surtout la rapidité des SP;OE10;1
16 972;Emploi / Pôle Emploi;Moi en tant qu’étudiante c’est plus l’aide à l’emploi ou à la formation qui est primordiale notamment pour la recherche de stage. L’évolution de cette année est la transparence des services publics mais ce qui manque c’est surtout la rapidité des SP;OE10;1
1 461;Accessibilité (plus d’horaires, plus de personnel, plus proche);Je suis en campagne, et peu à peu, tout disparaît. D'abord le centre des impôts, puis les horaires de la poste qui se réduisent, pour bientôt disparaître, les hôpitaux de proximité qui s'en vont....&&Pourquoi ne pas trouver des moyens pour assurer une certaine continuité ? Des permanences en mairie, un transfert de certains services vers de petits commerces à qui cela donnerait un nouveau souffle.&&Le développe de la telemedecine semble être une bonne chose, mais à terme, ne risque t'on pas dans certaines zones de ne plus avoir que cette option ?&&On impose aux infirmières une interdiction de s'installer en zone sur dotées, pourquoi ne pas avoir la même exigence pour les médecins ?;OE10;1
1 461;Bureaux de Poste;Je suis en campagne, et peu à peu, tout disparaît. D'abord le centre des impôts, puis les horaires de la poste qui se réduisent, pour bientôt disparaître, les hôpitaux de proximité qui s'en vont....&&Pourquoi ne pas trouver des moyens pour assurer une certaine continuité ? Des permanences en mairie, un transfert de certains services vers de petits commerces à qui cela donnerait un nouveau souffle.&&Le développe de la telemedecine semble être une bonne chose, mais à terme, ne risque t'on pas dans certaines zones de ne plus avoir que cette option ?&&On impose aux infirmières une interdiction de s'installer en zone sur dotées, pourquoi ne pas avoir la même exigence pour les médecins ?;OE10;1
1 461;Digitalisation des services publics;Je suis en campagne, et peu à peu, tout disparaît. D'abord le centre des impôts, puis les horaires de la poste qui se réduisent, pour bientôt disparaître, les hôpitaux de proximité qui s'en vont....&&Pourquoi ne pas trouver des moyens pour assurer une certaine continuité ? Des permanences en mairie, un transfert de certains services vers de petits commerces à qui cela donnerait un nouveau souffle.&&Le développe de la telemedecine semble être une bonne chose, mais à terme, ne risque t'on pas dans certaines zones de ne plus avoir que cette option ?&&On impose aux infirmières une interdiction de s'installer en zone sur dotées, pourquoi ne pas avoir la même exigence pour les médecins ?;OE10;1
